"","SAMPLE_ID","GENUS","GENUS_NAME","CVM_NUMBER","GROWTH","SPECIES","SEROTYPE","ANTIGENIC_FORMULA","ISOLATE_ID","RECEIVED_DATE","PLATE","STATE","Month","Year","MEAT_TYPE","CUTS","SELLBY_DATE","ACQUISITION_DATE","COMPLETED_BY","ORGANIC_IND","ANTIBIOTIC_IND","COUNTRY_OF_ORIGIN","AGENCY","SOURCE","HOST_SPECIES","SOURCE_SPECIES_INFO","AMC.Sign","AMC","AMC.SIR","AMI.Sign","AMI","AMI.SIR","AMP.Sign","AMP","AMP.SIR","ATM.Sign","ATM","ATM.SIR","AXO.Sign","AXO","AXO.SIR","AZI.Sign","AZI","AZI.SIR","BAC.Sign","BAC","BAC.SIR","CAZ.Sign","CAZ","CAZ.SIR","CCV.Sign","CCV","CCV.SIR","CEP.Sign","CEP","CEP.SIR","CEQ.Sign","CEQ","CEQ.SIR","CHL.Sign","CHL","CHL.SIR","CIP.Sign","CIP","CIP.SIR","CLI.Sign","CLI","CLI.SIR","COT.Sign","COT","COT.SIR","CTC.Sign","CTC","CTC.SIR","CTX.Sign","CTX","CTX.SIR","DAP.Sign","DAP","DAP.SIR","DOX.Sign","DOX","DOX.SIR","ERY.Sign","ERY","ERY.SIR","FEP.Sign","FEP","FEP.SIR","FFN.Sign","FFN","FFN.SIR","FIS.Sign","FIS","FIS.SIR","FLA.Sign","FLA","FLA.SIR","FOX.Sign","FOX","FOX.SIR","GEN.Sign","GEN","GEN.SIR","IMI.Sign","IMI","IMI.SIR","KAN.Sign","KAN","KAN.SIR","LIN.Sign","LIN","LIN.SIR","LZD.Sign","LZD","LZD.SIR","MER.Sign","MER","MER.SIR","NAL.Sign","NAL","NAL.SIR","NIT.Sign","NIT","NIT.SIR","PEN.Sign","PEN","PEN.SIR","PTZ.Sign","PTZ","PTZ.SIR","QDA.Sign","QDA","QDA.SIR","SAL.Sign","SAL","SAL.SIR","SMX.Sign","SMX","SMX.SIR","STR.Sign","Str","STR.SIR","TEL.Sign","TEL","TEL.SIR","TET.Sign","TET","TET.SIR","TGC.Sign","TGC","TGC.SIR","TIO.Sign","TIO","TIO.SIR","TYL.Sign","TYL","TYL.SIR","VAN.Sign","VAN","VAN.SIR","APR.Sign","APR","DAN.Sign","DAN","DIF.Sign","DIF","EFX.Sign","EFX","GAT.Sign","GAT","LVX.Sign","LVX","MAR.Sign","MAR","OBX.Sign","OBX","TIC.Sign","TIC","GENOTYPE","ACCESSION_NUMBER","Aminoglycoside.Resist.Genes","Beta.lactam.Resist.Genes","Glycopeptide.Resist.Genes","Macrolide.Resist.Genes","QAC.Resist.Genes","Quinolone.Resist.Genes","Sulfonamide.Resist.Genes","Tetracycline.Resist.Genes","Trimethoprim.Resist.Genes","Phenicol.Resist.Genes","Other.Classes.Resist.Genes","cefres"
"45022","TN03MAYGTF412","S","Salmonella","N1596","YES","","Hadar","","TN03MAYGTF412-S","","CMV1AGNF","TN",5,2004,"GT","CUT/ GROUND","6/28/04","5/18/04","","","","","FDA","Retail Ground Turkey","Turkeys","CUT/GROUND","<=",1,"S","=",1,"S","=",2,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45023","TN03MAYGTF413","S","Salmonella","N1597","YES","","Hadar","","TN03MAYGTF413-S","","CMV1AGNF","TN",5,2004,"GT","CUT/ GROUND","6/28/04","5/18/04","","","","","FDA","Retail Ground Turkey","Turkeys","CUT/GROUND","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45146","TN0404GTF385","S","Salmonella","N7324","YES","","Brandenburg","","TN0404GTF385-S","","CMV1AGNF","TN",4,2005,"GT","","","4/25/05","","","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",2,"S","=",2,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45176","TN0405CBF437","S","Salmonella","N7325","YES","","I 4,[5],12:i:-","","TN0405CBF437-S","","CMV1AGNF","TN",5,2005,"CB","","5/26/05","5/23/05","","","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45310","TN04DECCBF201","S","Salmonella","N1608","YES","","Typhimurium","","TN04DECCBF201-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",1,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45314","TN04DECCBF203","S","Salmonella","N1609","YES","","Typhimurium","","TN04DECCBF203-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",4,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45318","TN04DECCBF204","S","Salmonella","N1610","YES","","Muenchen","","TN04DECCBF204-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",1,"S","=",2,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45324","TN04DECCBF205","S","Salmonella","N1611","YES","","Typhimurium","","TN04DECCBF205-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","=",2,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45326","TN04DECCBF206","S","Salmonella","N1612","YES","","Typhimurium","","TN04DECCBF206-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45332","TN04DECCBF207","S","Salmonella","N1613","YES","","Typhimurium","","TN04DECCBF207-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45333","TN04DECCBF208","S","Salmonella","N1614","YES","","Typhimurium","","TN04DECCBF208-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45339","TN04DECCBF209","S","Salmonella","N1615","YES","","Typhimurium","","TN04DECCBF209-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"",">",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45342","TN04DECCBF210","S","Salmonella","N1616","YES","","Typhimurium","","TN04DECCBF210-S","","CMV1AGNF","TN",12,2004,"CB","CUT/ GROUND","12/16/04","12/13/04","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"",">",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45442","TN04FEBGTF296","S","Salmonella","N7321","YES","","Heidelberg","","TN04FEBGTF296-S","","CMV1AGNF","TN",2,2005,"GT","","","2/23/05","","","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45448","TN04FEBGTF299","S","Salmonella","N7322","YES","","Heidelberg","","TN04FEBGTF299-S","","CMV1AGNF","TN",2,2005,"GT","","","2/23/05","","","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",1,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45484","TN04JAN01GTF255","S","Salmonella","N7320","YES","","Heidelberg","","TN05JAN01GTF255-S","","CMV1AGNF","TN",1,2005,"GT","","","1/31/05","","","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",8,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45505","TN04JANCBF261","S","Salmonella","N7317","YES","","I 4,[5],12:i:-","","TN04JANCBF261-S","","CMV1AGNF","TN",1,2005,"CB","","","1/31/05","","","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",256,"R","",NA,"","=",1,"S",">",16,"R","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45511","TN04JANCBF263","S","Salmonella","N7318","YES","","Kentucky","","TN04JANCBF263-S","","CMV1AGNF","TN",1,2005,"CB","CUT/ GROUND","2/7/05","1/31/05","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45518","TN04JANCBF265","S","Salmonella","N7319","YES","","I 4,[5],12:i:-","","TN04JANCBF265-S","","CMV1AGNF","TN",1,2005,"CB","CUT/ GROUND","2/2/05","1/31/05","","","","","FDA","Retail Chickens","Chickens","CUT/GROUND","<=",1,"S","=",4,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45581","TN04JULGTF007","S","Salmonella","N1603","YES","","Saintpaul","","TN04JULGTF007-S","","CMV1AGNF","TN",7,2004,"GT","","7/21/04","7/19/04","","","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45590","TN04JULGTF011","S","Salmonella","N1604","YES","","Saintpaul","","TN04JULGTF011-S","","CMV1AGNF","TN",7,2004,"GT","","7/21/04","7/19/04","","","","","FDA","Retail Ground Turkey","Turkeys","","=",2,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",8,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45597","TN04JULGTF014","S","Salmonella","N1605","YES","","Saintpaul","","TN04JULGTF014-S","","CMV1AGNF","TN",7,2004,"GT","","7/21/04","7/19/04","","","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","=",0.25,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",256,"R","",NA,"","=",4,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45604","TN04JULGTF016","S","Salmonella","N1606","YES","","Saintpaul","","TN04JULGTF016-S","","CMV1AGNF","TN",7,2004,"GT","","7/21/04","7/19/04","","","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"45632","TN04JUNF477","S","Salmonella","N7328","YES","","Heidelberg","","TN04JUNF477-S","","CMV1AGNF","TN",6,2005,"GT","","","6/20/05","","","","","FDA","Retail Ground Turkey","Turkeys","",">",32,"R","=",2,"S",">",32,"R","",NA,"","=",16,"R","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",32,"R","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
